0.00.409.444 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.529.497 W srv  llama_server: -----------------
0.00.529.502 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.529.502 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.529.503 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.529.503 W srv  llama_server: -----------------
0.00.531.365 I srv    load_model: loading model 'Qwen/Qwen2.5-7B-Instruct-GGUF:fp16'
0.00.982.758 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.04.583.429 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 2048, kv_unified = 'true'
0.04.591.802 I srv  llama_server: model loaded
0.04.591.813 I srv  llama_server: listening on http://0.0.0.0:8090
0.05.565.613 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.06.382.041 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.190 (> 0.100 thold), f_keep = 0.211
0.06.388.219 I slot launch_slot_: id  3 | task 12 | processing task, is_child = 0
0.06.540.580 I slot print_timing: id  3 | task 12 | prompt eval time =      91.96 ms /   102 tokens (    0.90 ms per token,  1109.18 tokens per second)
0.06.540.595 I slot print_timing: id  3 | task 12 |        eval time =      60.35 ms /     2 tokens (   30.17 ms per token,    33.14 tokens per second)
0.06.540.597 I slot print_timing: id  3 | task 12 |       total time =     152.31 ms /   104 tokens
0.06.540.599 I slot print_timing: id  3 | task 12 |    graphs reused =          1
0.06.540.646 I slot      release: id  3 | task 12 | stop processing: n_tokens = 127, truncated = 0
0.06.550.289 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.190 (> 0.100 thold), f_keep = 0.189
0.06.555.910 I slot launch_slot_: id  3 | task 15 | processing task, is_child = 0
0.06.703.903 I slot print_timing: id  3 | task 15 | prompt eval time =      87.78 ms /   102 tokens (    0.86 ms per token,  1162.01 tokens per second)
0.06.703.914 I slot print_timing: id  3 | task 15 |        eval time =      60.16 ms /     2 tokens (   30.08 ms per token,    33.24 tokens per second)
0.06.703.916 I slot print_timing: id  3 | task 15 |       total time =     147.94 ms /   104 tokens
0.06.703.918 I slot print_timing: id  3 | task 15 |    graphs reused =          1
0.06.703.962 I slot      release: id  3 | task 15 | stop processing: n_tokens = 127, truncated = 0
0.06.714.086 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.246 (> 0.100 thold), f_keep = 0.220
0.06.717.041 I slot launch_slot_: id  3 | task 18 | processing task, is_child = 0
0.06.861.526 I slot print_timing: id  3 | task 18 | prompt eval time =      84.42 ms /    86 tokens (    0.98 ms per token,  1018.78 tokens per second)
0.06.861.539 I slot print_timing: id  3 | task 18 |        eval time =      60.02 ms /     2 tokens (   30.01 ms per token,    33.32 tokens per second)
0.06.861.541 I slot print_timing: id  3 | task 18 |       total time =     144.44 ms /    88 tokens
0.06.861.543 I slot print_timing: id  3 | task 18 |    graphs reused =          1
0.06.861.586 I slot      release: id  3 | task 18 | stop processing: n_tokens = 115, truncated = 0
0.06.871.874 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.289 (> 0.100 thold), f_keep = 0.243
0.06.883.420 I slot launch_slot_: id  3 | task 21 | processing task, is_child = 0
0.07.019.224 I slot print_timing: id  3 | task 21 | prompt eval time =      75.58 ms /    68 tokens (    1.11 ms per token,   899.76 tokens per second)
0.07.019.238 I slot print_timing: id  3 | task 21 |        eval time =      60.17 ms /     2 tokens (   30.09 ms per token,    33.24 tokens per second)
0.07.019.240 I slot print_timing: id  3 | task 21 |       total time =     135.75 ms /    70 tokens
0.07.019.242 I slot print_timing: id  3 | task 21 |    graphs reused =          1
0.07.019.284 I slot      release: id  3 | task 21 | stop processing: n_tokens = 98, truncated = 0
0.07.026.341 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.300 (> 0.100 thold), f_keep = 0.245
0.07.029.228 I slot launch_slot_: id  3 | task 24 | processing task, is_child = 0
0.07.194.581 I slot print_timing: id  3 | task 24 | prompt eval time =     104.22 ms /    56 tokens (    1.86 ms per token,   537.31 tokens per second)
0.07.194.595 I slot print_timing: id  3 | task 24 |        eval time =      61.08 ms /     2 tokens (   30.54 ms per token,    32.74 tokens per second)
0.07.194.596 I slot print_timing: id  3 | task 24 |       total time =     165.30 ms /    58 tokens
0.07.194.599 I slot print_timing: id  3 | task 24 |    graphs reused =          1
0.07.194.643 I slot      release: id  3 | task 24 | stop processing: n_tokens = 81, truncated = 0
0.07.203.386 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.266 (> 0.100 thold), f_keep = 0.309
0.07.208.709 I slot launch_slot_: id  3 | task 27 | processing task, is_child = 0
0.07.342.493 I slot print_timing: id  3 | task 27 | prompt eval time =      73.47 ms /    50 tokens (    1.47 ms per token,   680.53 tokens per second)
0.07.342.506 I slot print_timing: id  3 | task 27 |        eval time =      60.26 ms /     2 tokens (   30.13 ms per token,    33.19 tokens per second)
0.07.342.508 I slot print_timing: id  3 | task 27 |       total time =     133.73 ms /    52 tokens
0.07.342.510 I slot print_timing: id  3 | task 27 |    graphs reused =          1
0.07.342.548 I slot      release: id  3 | task 27 | stop processing: n_tokens = 95, truncated = 0
0.07.353.165 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.203 (> 0.100 thold), f_keep = 0.253
0.07.357.136 I slot launch_slot_: id  3 | task 30 | processing task, is_child = 0
0.07.498.374 I slot print_timing: id  3 | task 30 | prompt eval time =      81.07 ms /    90 tokens (    0.90 ms per token,  1110.14 tokens per second)
0.07.498.387 I slot print_timing: id  3 | task 30 |        eval time =      60.12 ms /     2 tokens (   30.06 ms per token,    33.27 tokens per second)
0.07.498.388 I slot print_timing: id  3 | task 30 |       total time =     141.19 ms /    92 tokens
0.07.498.390 I slot print_timing: id  3 | task 30 |    graphs reused =          1
0.07.498.432 I slot      release: id  3 | task 30 | stop processing: n_tokens = 119, truncated = 0
0.07.508.788 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.250 (> 0.100 thold), f_keep = 0.202
0.07.511.427 I slot launch_slot_: id  3 | task 33 | processing task, is_child = 0
0.07.652.849 I slot print_timing: id  3 | task 33 | prompt eval time =      81.25 ms /    72 tokens (    1.13 ms per token,   886.10 tokens per second)
0.07.652.862 I slot print_timing: id  3 | task 33 |        eval time =      60.12 ms /     2 tokens (   30.06 ms per token,    33.27 tokens per second)
0.07.652.864 I slot print_timing: id  3 | task 33 |       total time =     141.37 ms /    74 tokens
0.07.652.866 I slot print_timing: id  3 | task 33 |    graphs reused =          1
0.07.652.907 I slot      release: id  3 | task 33 | stop processing: n_tokens = 97, truncated = 0
0.07.661.318 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.282 (> 0.100 thold), f_keep = 0.247
0.07.672.905 I slot launch_slot_: id  3 | task 36 | processing task, is_child = 0
0.07.807.352 I slot print_timing: id  3 | task 36 | prompt eval time =      74.61 ms /    59 tokens (    1.26 ms per token,   790.73 tokens per second)
0.07.807.359 I slot print_timing: id  3 | task 36 |        eval time =      59.76 ms /     2 tokens (   29.88 ms per token,    33.47 tokens per second)
0.07.807.361 I slot print_timing: id  3 | task 36 |       total time =     134.38 ms /    61 tokens
0.07.807.363 I slot print_timing: id  3 | task 36 |    graphs reused =          1
0.07.807.400 I slot      release: id  3 | task 36 | stop processing: n_tokens = 86, truncated = 0
0.07.817.762 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.163 (> 0.100 thold), f_keep = 0.279
0.07.829.331 I slot launch_slot_: id  3 | task 39 | processing task, is_child = 0
0.07.981.738 I slot print_timing: id  3 | task 39 | prompt eval time =      92.27 ms /   123 tokens (    0.75 ms per token,  1333.07 tokens per second)
0.07.981.751 I slot print_timing: id  3 | task 39 |        eval time =      60.09 ms /     2 tokens (   30.05 ms per token,    33.28 tokens per second)
0.07.981.753 I slot print_timing: id  3 | task 39 |       total time =     152.36 ms /   125 tokens
0.07.981.755 I slot print_timing: id  3 | task 39 |    graphs reused =          1
0.07.981.797 I slot      release: id  3 | task 39 | stop processing: n_tokens = 148, truncated = 0
0.07.992.081 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.296 (> 0.100 thold), f_keep = 0.162
0.08.003.692 I slot launch_slot_: id  3 | task 42 | processing task, is_child = 0
0.08.137.925 I slot print_timing: id  3 | task 42 | prompt eval time =      74.01 ms /    55 tokens (    1.35 ms per token,   743.11 tokens per second)
0.08.137.938 I slot print_timing: id  3 | task 42 |        eval time =      60.17 ms /     2 tokens (   30.08 ms per token,    33.24 tokens per second)
0.08.137.940 I slot print_timing: id  3 | task 42 |       total time =     134.18 ms /    57 tokens
0.08.137.942 I slot print_timing: id  3 | task 42 |    graphs reused =          1
0.08.137.981 I slot      release: id  3 | task 42 | stop processing: n_tokens = 82, truncated = 0
0.08.148.885 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.261 (> 0.100 thold), f_keep = 0.293
0.08.152.258 I slot launch_slot_: id  3 | task 45 | processing task, is_child = 0
0.08.292.201 I slot print_timing: id  3 | task 45 | prompt eval time =      79.90 ms /    68 tokens (    1.17 ms per token,   851.10 tokens per second)
0.08.292.213 I slot print_timing: id  3 | task 45 |        eval time =      60.01 ms /     2 tokens (   30.00 ms per token,    33.33 tokens per second)
0.08.292.214 I slot print_timing: id  3 | task 45 |       total time =     139.90 ms /    70 tokens
0.08.292.218 I slot print_timing: id  3 | task 45 |    graphs reused =          1
0.08.292.255 I slot      release: id  3 | task 45 | stop processing: n_tokens = 93, truncated = 0
0.08.302.116 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.293 (> 0.100 thold), f_keep = 0.258
0.08.305.686 I slot launch_slot_: id  3 | task 48 | processing task, is_child = 0
0.08.443.999 I slot print_timing: id  3 | task 48 | prompt eval time =      77.96 ms /    58 tokens (    1.34 ms per token,   743.99 tokens per second)
0.08.444.014 I slot print_timing: id  3 | task 48 |        eval time =      60.31 ms /     2 tokens (   30.15 ms per token,    33.16 tokens per second)
0.08.444.016 I slot print_timing: id  3 | task 48 |       total time =     138.27 ms /    60 tokens
0.08.444.017 I slot print_timing: id  3 | task 48 |    graphs reused =          1
0.08.444.058 I slot      release: id  3 | task 48 | stop processing: n_tokens = 83, truncated = 0
0.08.454.270 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.258 (> 0.100 thold), f_keep = 0.289
0.08.461.354 I slot launch_slot_: id  3 | task 51 | processing task, is_child = 0
0.08.602.825 I slot print_timing: id  3 | task 51 | prompt eval time =      80.98 ms /    69 tokens (    1.17 ms per token,   852.01 tokens per second)
0.08.602.838 I slot print_timing: id  3 | task 51 |        eval time =      60.43 ms /     2 tokens (   30.22 ms per token,    33.10 tokens per second)
0.08.602.840 I slot print_timing: id  3 | task 51 |       total time =     141.42 ms /    71 tokens
0.08.602.842 I slot print_timing: id  3 | task 51 |    graphs reused =          1
0.08.602.881 I slot      release: id  3 | task 51 | stop processing: n_tokens = 94, truncated = 0
0.08.613.245 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.276 (> 0.100 thold), f_keep = 0.255
0.08.617.874 I slot launch_slot_: id  3 | task 54 | processing task, is_child = 0
0.08.753.732 I slot print_timing: id  3 | task 54 | prompt eval time =      75.60 ms /    62 tokens (    1.22 ms per token,   820.09 tokens per second)
0.08.753.744 I slot print_timing: id  3 | task 54 |        eval time =      60.21 ms /     2 tokens (   30.10 ms per token,    33.22 tokens per second)
0.08.753.746 I slot print_timing: id  3 | task 54 |       total time =     135.81 ms /    64 tokens
0.08.753.748 I slot print_timing: id  3 | task 54 |    graphs reused =          1
0.08.753.789 I slot      release: id  3 | task 54 | stop processing: n_tokens = 88, truncated = 0
0.08.763.706 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.192 (> 0.100 thold), f_keep = 0.273
0.08.768.224 I slot launch_slot_: id  3 | task 57 | processing task, is_child = 0
0.08.910.525 I slot print_timing: id  3 | task 57 | prompt eval time =      82.12 ms /    98 tokens (    0.84 ms per token,  1193.33 tokens per second)
0.08.910.538 I slot print_timing: id  3 | task 57 |        eval time =      60.13 ms /     2 tokens (   30.07 ms per token,    33.26 tokens per second)
0.08.910.540 I slot print_timing: id  3 | task 57 |       total time =     142.25 ms /   100 tokens
0.08.910.542 I slot print_timing: id  3 | task 57 |    graphs reused =          1
0.08.910.585 I slot      release: id  3 | task 57 | stop processing: n_tokens = 126, truncated = 0
0.08.920.617 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.216 (> 0.100 thold), f_keep = 0.214
0.08.922.908 I slot launch_slot_: id  3 | task 60 | processing task, is_child = 0
0.09.069.828 I slot print_timing: id  3 | task 60 | prompt eval time =      86.77 ms /    98 tokens (    0.89 ms per token,  1129.45 tokens per second)
0.09.069.841 I slot print_timing: id  3 | task 60 |        eval time =      60.10 ms /     2 tokens (   30.05 ms per token,    33.28 tokens per second)
0.09.069.843 I slot print_timing: id  3 | task 60 |       total time =     146.87 ms /   100 tokens
0.09.069.845 I slot print_timing: id  3 | task 60 |    graphs reused =          1
0.09.069.891 I slot      release: id  3 | task 60 | stop processing: n_tokens = 126, truncated = 0
0.09.079.996 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.190 (> 0.100 thold), f_keep = 0.190
0.09.085.803 I slot launch_slot_: id  3 | task 63 | processing task, is_child = 0
0.09.228.153 I slot print_timing: id  3 | task 63 | prompt eval time =      82.20 ms /   100 tokens (    0.82 ms per token,  1216.47 tokens per second)
0.09.228.203 I slot print_timing: id  3 | task 63 |        eval time =      60.07 ms /     2 tokens (   30.04 ms per token,    33.29 tokens per second)
0.09.228.219 I slot print_timing: id  3 | task 63 |       total time =     142.28 ms /   102 tokens
0.09.228.234 I slot print_timing: id  3 | task 63 |    graphs reused =          1
0.09.228.288 I slot      release: id  3 | task 63 | stop processing: n_tokens = 127, truncated = 0
0.09.235.106 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.205 (> 0.100 thold), f_keep = 0.189
0.09.237.950 I slot launch_slot_: id  3 | task 66 | processing task, is_child = 0
0.09.383.950 I slot print_timing: id  3 | task 66 | prompt eval time =      85.55 ms /    93 tokens (    0.92 ms per token,  1087.12 tokens per second)
0.09.384.000 I slot print_timing: id  3 | task 66 |        eval time =      60.38 ms /     2 tokens (   30.19 ms per token,    33.12 tokens per second)
0.09.384.015 I slot print_timing: id  3 | task 66 |       total time =     145.93 ms /    95 tokens
0.09.384.030 I slot print_timing: id  3 | task 66 |    graphs reused =          1
0.09.384.086 I slot      release: id  3 | task 66 | stop processing: n_tokens = 118, truncated = 0
0.09.393.877 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.286 (> 0.100 thold), f_keep = 0.203
0.09.399.384 I slot launch_slot_: id  3 | task 69 | processing task, is_child = 0
0.09.533.901 I slot print_timing: id  3 | task 69 | prompt eval time =      74.06 ms /    56 tokens (    1.32 ms per token,   756.17 tokens per second)
0.09.533.951 I slot print_timing: id  3 | task 69 |        eval time =      60.39 ms /     2 tokens (   30.20 ms per token,    33.12 tokens per second)
0.09.533.966 I slot print_timing: id  3 | task 69 |       total time =     134.45 ms /    58 tokens
0.09.533.981 I slot print_timing: id  3 | task 69 |    graphs reused =          1
0.09.534.031 I slot      release: id  3 | task 69 | stop processing: n_tokens = 85, truncated = 0
0.09.544.086 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.242 (> 0.100 thold), f_keep = 0.282
0.09.546.107 I slot launch_slot_: id  3 | task 72 | processing task, is_child = 0
0.09.686.411 I slot print_timing: id  3 | task 72 | prompt eval time =      80.11 ms /    75 tokens (    1.07 ms per token,   936.24 tokens per second)
0.09.686.461 I slot print_timing: id  3 | task 72 |        eval time =      60.14 ms /     2 tokens (   30.07 ms per token,    33.26 tokens per second)
0.09.686.477 I slot print_timing: id  3 | task 72 |       total time =     140.24 ms /    77 tokens
0.09.686.492 I slot print_timing: id  3 | task 72 |    graphs reused =          1
0.09.686.550 I slot      release: id  3 | task 72 | stop processing: n_tokens = 100, truncated = 0
0.09.696.910 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.250 (> 0.100 thold), f_keep = 0.240
0.09.701.702 I slot launch_slot_: id  3 | task 75 | processing task, is_child = 0
0.09.838.560 I slot print_timing: id  3 | task 75 | prompt eval time =      76.52 ms /    71 tokens (    1.08 ms per token,   927.89 tokens per second)
0.09.838.610 I slot print_timing: id  3 | task 75 |        eval time =      60.27 ms /     2 tokens (   30.13 ms per token,    33.19 tokens per second)
0.09.838.625 I slot print_timing: id  3 | task 75 |       total time =     136.78 ms /    73 tokens
0.09.838.640 I slot print_timing: id  3 | task 75 |    graphs reused =          1
0.09.838.694 I slot      release: id  3 | task 75 | stop processing: n_tokens = 97, truncated = 0
0.09.849.158 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.233 (> 0.100 thold), f_keep = 0.247
0.09.853.647 I slot launch_slot_: id  3 | task 78 | processing task, is_child = 0
0.09.989.976 I slot print_timing: id  3 | task 78 | prompt eval time =      76.20 ms /    74 tokens (    1.03 ms per token,   971.10 tokens per second)
0.09.990.025 I slot print_timing: id  3 | task 78 |        eval time =      60.05 ms /     2 tokens (   30.03 ms per token,    33.30 tokens per second)
0.09.990.041 I slot print_timing: id  3 | task 78 |       total time =     136.26 ms /    76 tokens
0.09.990.056 I slot print_timing: id  3 | task 78 |    graphs reused =          1
0.09.990.109 I slot      release: id  3 | task 78 | stop processing: n_tokens = 104, truncated = 0
0.10.000.444 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.216 (> 0.100 thold), f_keep = 0.231
0.10.003.612 I slot launch_slot_: id  3 | task 81 | processing task, is_child = 0
0.10.147.349 I slot print_timing: id  3 | task 81 | prompt eval time =      83.65 ms /    87 tokens (    0.96 ms per token,  1040.07 tokens per second)
0.10.147.399 I slot print_timing: id  3 | task 81 |        eval time =      60.00 ms /     2 tokens (   30.00 ms per token,    33.33 tokens per second)
0.10.147.415 I slot print_timing: id  3 | task 81 |       total time =     143.65 ms /    89 tokens
0.10.147.429 I slot print_timing: id  3 | task 81 |    graphs reused =          1
0.10.147.481 I slot      release: id  3 | task 81 | stop processing: n_tokens = 112, truncated = 0
0.10.157.815 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.211 (> 0.100 thold), f_keep = 0.214
0.10.168.946 I slot launch_slot_: id  3 | task 84 | processing task, is_child = 0
0.10.313.109 I slot print_timing: id  3 | task 84 | prompt eval time =      83.77 ms /    86 tokens (    0.97 ms per token,  1026.63 tokens per second)
0.10.313.157 I slot print_timing: id  3 | task 84 |        eval time =      60.32 ms /     2 tokens (   30.16 ms per token,    33.16 tokens per second)
0.10.313.173 I slot print_timing: id  3 | task 84 |       total time =     144.09 ms /    88 tokens
0.10.313.188 I slot print_timing: id  3 | task 84 |    graphs reused =          1
0.10.313.242 I slot      release: id  3 | task 84 | stop processing: n_tokens = 115, truncated = 0
0.10.323.553 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.305 (> 0.100 thold), f_keep = 0.252
0.10.326.975 I slot launch_slot_: id  3 | task 87 | processing task, is_child = 0
0.10.467.653 I slot print_timing: id  3 | task 87 | prompt eval time =      80.27 ms /    66 tokens (    1.22 ms per token,   822.18 tokens per second)
0.10.467.700 I slot print_timing: id  3 | task 87 |        eval time =      60.34 ms /     2 tokens (   30.17 ms per token,    33.15 tokens per second)
0.10.467.715 I slot print_timing: id  3 | task 87 |       total time =     140.61 ms /    68 tokens
0.10.467.730 I slot print_timing: id  3 | task 87 |    graphs reused =          1
0.10.467.778 I slot      release: id  3 | task 87 | stop processing: n_tokens = 96, truncated = 0
0.10.477.789 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.246 (> 0.100 thold), f_keep = 0.292
0.10.479.810 I slot launch_slot_: id  3 | task 90 | processing task, is_child = 0
0.10.624.249 I slot print_timing: id  3 | task 90 | prompt eval time =      84.34 ms /    86 tokens (    0.98 ms per token,  1019.69 tokens per second)
0.10.624.301 I slot print_timing: id  3 | task 90 |        eval time =      60.04 ms /     2 tokens (   30.02 ms per token,    33.31 tokens per second)
0.10.624.316 I slot print_timing: id  3 | task 90 |       total time =     144.38 ms /    88 tokens
0.10.624.331 I slot print_timing: id  3 | task 90 |    graphs reused =          1
0.10.624.382 I slot      release: id  3 | task 90 | stop processing: n_tokens = 115, truncated = 0
0.10.634.707 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.229 (> 0.100 thold), f_keep = 0.209
0.10.640.111 I slot launch_slot_: id  3 | task 93 | processing task, is_child = 0
0.10.777.634 I slot print_timing: id  3 | task 93 | prompt eval time =      77.24 ms /    80 tokens (    0.97 ms per token,  1035.76 tokens per second)
0.10.777.685 I slot print_timing: id  3 | task 93 |        eval time =      60.21 ms /     2 tokens (   30.11 ms per token,    33.22 tokens per second)
0.10.777.699 I slot print_timing: id  3 | task 93 |       total time =     137.45 ms /    82 tokens
0.10.777.713 I slot print_timing: id  3 | task 93 |    graphs reused =          1
0.10.778.031 I slot      release: id  3 | task 93 | stop processing: n_tokens = 106, truncated = 0
0.10.787.726 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.202 (> 0.100 thold), f_keep = 0.226
0.10.792.860 I slot launch_slot_: id  3 | task 96 | processing task, is_child = 0
0.10.934.224 I slot print_timing: id  3 | task 96 | prompt eval time =      81.13 ms /    91 tokens (    0.89 ms per token,  1121.62 tokens per second)
0.10.934.276 I slot print_timing: id  3 | task 96 |        eval time =      60.16 ms /     2 tokens (   30.08 ms per token,    33.24 tokens per second)
0.10.934.291 I slot print_timing: id  3 | task 96 |       total time =     141.30 ms /    93 tokens
0.10.934.305 I slot print_timing: id  3 | task 96 |    graphs reused =          1
0.10.934.358 I slot      release: id  3 | task 96 | stop processing: n_tokens = 120, truncated = 0
0.10.945.156 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.197 (> 0.100 thold), f_keep = 0.200
0.10.952.023 I slot launch_slot_: id  3 | task 99 | processing task, is_child = 0
0.11.099.847 I slot print_timing: id  3 | task 99 | prompt eval time =      87.50 ms /    98 tokens (    0.89 ms per token,  1119.99 tokens per second)
0.11.099.896 I slot print_timing: id  3 | task 99 |        eval time =      60.25 ms /     2 tokens (   30.12 ms per token,    33.20 tokens per second)
0.11.099.912 I slot print_timing: id  3 | task 99 |       total time =     147.75 ms /   100 tokens
0.11.099.927 I slot print_timing: id  3 | task 99 |    graphs reused =          1
0.11.099.981 I slot      release: id  3 | task 99 | stop processing: n_tokens = 123, truncated = 0
0.11.110.494 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.185 (> 0.100 thold), f_keep = 0.195
0.11.115.234 I slot launch_slot_: id  3 | task 102 | processing task, is_child = 0
0.11.258.398 I slot print_timing: id  3 | task 102 | prompt eval time =      83.22 ms /   102 tokens (    0.82 ms per token,  1225.67 tokens per second)
0.11.258.450 I slot print_timing: id  3 | task 102 |        eval time =      59.86 ms /     2 tokens (   29.93 ms per token,    33.41 tokens per second)
0.11.258.465 I slot print_timing: id  3 | task 102 |       total time =     143.08 ms /   104 tokens
0.11.258.482 I slot print_timing: id  3 | task 102 |    graphs reused =          1
0.11.258.539 I slot      release: id  3 | task 102 | stop processing: n_tokens = 131, truncated = 0
